n_qubits,max_weight,yz_mean_abs_error,xyz_mean_abs_error,yz_match_rate,xyz_match_rate,delta_error_xyz_minus_yz,winner_by_error,winner_by_match_rate
8,2,0.2689760136543544,0.5769484547906866,0.0,0.0,0.30797244113633215,yz,tie
8,4,0.0016814694892699489,0.046225791971476915,0.75,0.0,0.044544322482206966,yz,yz
8,6,2.230618542009566e-05,0.00855067004063792,1.0,0.75,0.008528363855217824,yz,yz
8,8,2.7485407871896683e-07,2.7485407871896683e-07,1.0,1.0,0.0,tie,tie
