run_name,n_qubits,p_layers,graph_index,target_step,abs_eps,converged,tail_window,tail_max_abs_delta,tail_mean_abs_delta,stable_from_min_abs,recommended_min_abs,min_abs_values,expected_values,pair_abs_deltas
qaoa_pps_q30_g01_p03_wmyz_mw1000000000,30,3,1,0,0.5,False,2,0.7037630081176758,0.6144499778747559,,,"[0.01, 0.0031622776601683794, 0.001]","[93.16458702087402, 92.63945007324219, 91.93568706512451]","[0.5251369476318359, 0.7037630081176758]"
qaoa_pps_q30_g01_p03_wmyz_mw1000000000,30,3,1,final,0.5,False,2,2.8731021881103516,2.811844825744629,,,"[0.01, 0.0031622776601683794, 0.001]","[91.25704002380371, 94.00762748718262, 96.88072967529297]","[2.7505874633789062, 2.8731021881103516]"
